song_name,song_popularity,song_duration_ms,song_danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Tornado Of Souls - Remastered 2004,68,319266,0.519,0.982,7,-3.547,1,0.108,0.00203,0.00055,0.0971,0.361,97.745,4
Broken,70,258333,0.448,0.61,3,-2.695,0,0.0342,0.0102,0.000491,0.135,0.214,123.762,4
Nutshell,71,259200,0.384,0.561,3,-10.059,0,0.0296,0.373,0.253,0.0775,0.159,136.136,3
Animal,66,212306,0.482,0.829,5,-5.576,1,0.0437,0.00034,0,0.378,0.739,147.99,4
Sweet Dreams (Are Made Of This),70,293293,0.392,0.642,8,-5.267,1,0.0326,0.0048,0.486,0.296,0.129,92.698,4
Time of Dying,66,186373,0.306,0.873,0,-3.668,0,0.0567,0.00105,0,0.52,0.452,198.387,4
Whispers in the Dark,66,204346,0.509,0.938,11,-3.883,0,0.0715,0.000644,0.00246,0.14,0.335,94.019,4
In Bloom,67,255080,0.436,0.876,10,-4.902,0,0.0647,3.33E-05,0.000104,0.205,0.512,157.044,4
The Pot,69,381946,0.469,0.79,7,-6.889,1,0.0391,0.000148,0.372,0.282,0.466,107.45,4
Stacy's Mom,76,197986,0.774,0.75,11,-4.927,0,0.0412,0.00207,1.78E-05,0.0808,0.927,118.015,4
My God Is Still The Same,66,205146,0.445,0.821,1,-5.146,1,0.136,0.0129,0,0.357,0.398,164.154,4
Wild Child,69,164866,0.68,0.639,5,-6.233,0,0.0278,0.017,5.09E-06,0.0398,0.957,106.991,4
Man in the Box,75,285200,0.355,0.791,8,-7.565,1,0.0453,0.00045,0,0.0969,0.758,106.392,4
My Type,68,206393,0.596,0.897,10,-2.94,1,0.0462,0.0641,5.24E-05,0.0628,0.578,118,4
still feel.,66,247786,0.779,0.516,10,-6.467,0,0.0521,0.148,0,0.0492,0.715,120.026,4
Time to Pretend,72,261000,0.438,0.94,2,-3.249,1,0.0452,8.74E-05,0.0777,0.3,0.421,100.99,3
Young Folks,76,276693,0.699,0.812,0,-6.005,1,0.0377,0.0164,0.000763,0.105,0.662,138.185,4
When You Were Young,77,220426,0.467,0.988,11,-3.313,1,0.112,0.000152,0.0484,0.28,0.321,130.433,4
Sonne,74,272440,0.51,0.917,4,-4.806,0,0.0854,0.0054,0.000133,0.396,0.313,75.098,4
By the Way,75,216933,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,4
Even Flow,76,292580,0.394,0.944,10,-6.506,0,0.0761,0.00178,4.54E-06,0.298,0.265,105.338,4
Bulls On Parade,75,229466,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,4
Deutschland,77,322339,0.521,0.895,7,-5.242,1,0.0442,5.54E-05,0.349,0.0985,0.237,120.117,4
Lonely,68,186249,0.622,0.619,2,-6.4,0,0.0561,0.0624,0,0.081,0.483,147.965,4
Jigsaw Falling Into Place,69,248893,0.462,0.832,11,-6.085,0,0.0479,0.108,0.00416,0.0741,0.807,165.653,4
Schism,70,403533,0.567,0.714,9,-8.512,0,0.0302,0.0012,0.417,0.186,0.191,107.441,3
You're Going Down,66,187346,0.49,0.833,6,-5.899,1,0.0487,0.0116,0.000504,0.15,0.39,89.981,4
Daddy Issues,87,260173,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,4
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),79,204763,0.87,0.523,1,-8.052,0,0.0602,0.433,2.07E-05,0.113,0.319,110.02,4
Softcore,86,206280,0.575,0.568,9,-5.509,0,0.03,0.0484,0.000417,0.286,0.37,93.986,4
Sweater Weather,93,240400,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4
abcdefu,86,168601,0.695,0.54,4,-5.692,1,0.0493,0.299,0,0.367,0.415,121.932,4
Meet Me At Our Spot,81,162680,0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,4
In the End,85,216880,0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,4
Numb,83,185586,0.496,0.863,9,-4.153,1,0.0381,0.0046,0,0.639,0.243,110.018,4
Build a Bitch,76,122772,0.855,0.463,3,-7.454,1,0.0367,0.217,1.77E-05,0.347,0.866,102.931,4
Life Goes On,79,161803,0.7,0.49,0,-5.187,1,0.076,0.186,0,0.117,0.569,79.982,4
Living Hell,70,174002,0.729,0.551,0,-6.935,0,0.056,0.598,0,0.176,0.312,124.044,4
Unstoppable,73,192106,0.485,0.843,1,-3.993,0,0.0467,0.00129,1.01E-05,0.14,0.602,78.001,4
Blood // Water,75,216720,0.51,0.882,8,-5.659,0,0.159,0.00158,0.00206,0.0764,0.653,154.029,4
Reflections,80,244013,0.648,0.594,11,-7.027,0,0.0293,0.114,0.0462,0.116,0.544,113.983,4
Somebody Else,73,347525,0.618,0.793,0,-5.711,1,0.0601,0.204,0.0154,0.126,0.459,101.015,4
Creep,85,238640,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,4
Legend,71,189120,0.601,0.757,2,-3.341,1,0.028,0.0139,8.85E-05,0.0727,0.462,82.001,4
Dolls,68,132793,0.841,0.698,4,-6.588,0,0.261,0.211,0,0.203,0.372,118.018,4
abcdefu (angrier),72,159836,0.671,0.599,4,-6.18,1,0.0405,0.0658,0,0.101,0.448,121.849,3
The Reason,81,232800,0.472,0.671,4,-4.649,1,0.029,0.0129,0,0.159,0.0681,82.952,4
Daddy Issues (Remix) feat. Syd,75,181186,0.623,0.533,10,-8.164,1,0.0653,0.245,0.00717,0.112,0.247,84.982,4
Bring Me To Life,82,235893,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06E-06,0.242,0.296,94.612,4
Robbers,71,254509,0.621,0.692,4,-6.858,1,0.0291,0.000363,1.75E-05,0.335,0.381,99.806,4
Six Days - Remix,66,232000,0.641,0.943,5,-6.254,0,0.264,0.0351,0.000259,0.328,0.718,171.811,4
Heavy (feat. Kiiara),69,169800,0.59,0.671,9,-6.098,1,0.0706,0.0484,0,0.0604,0.438,149.982,4
Collide (Sped Up Remix),68,221168,0.362,0.432,2,-9.359,0,0.112,0.0882,0,0.264,0.256,81.29,4
Transgender,76,184760,0.522,0.914,7,-8.285,1,0.0379,0.000164,0.847,0.24,0.0364,137.939,3
Meet Me At Our Spot - Live,67,147828,0.694,0.475,2,-7.035,1,0.0345,0.159,3.90E-06,0.103,0.391,94.987,4
BURN IT DOWN,75,230253,0.585,0.972,9,-4.45,0,0.0534,0.0143,0,0.0707,0.585,110.006,4
Dear God,68,393480,0.472,0.772,5,-5.928,1,0.0316,0.00658,5.65E-05,0.132,0.6,139.993,4
Monster,77,178013,0.64,0.957,8,-2.336,1,0.0741,0.0431,0,0.0789,0.692,134.992,4
overwhelmed,70,159293,0.804,0.323,0,-11.127,0,0.305,0.308,0,0.15,0.456,87.019,4
Californication,82,329733,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,4
Seven Nation Army,84,232106,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,4
No Surprises,82,229120,0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,4
Bubblegum Bitch,78,154666,0.495,0.856,0,-5.123,0,0.0311,0.000219,0,0.103,0.609,158.024,4
Courtesy Call,72,236898,0.531,0.638,11,-5.145,0,0.0809,0.00409,0,0.0822,0.445,164.079,4
On My Own,69,172960,0.361,0.871,8,-4.313,1,0.0393,0.0119,0,0.318,0.575,176.026,4
The Beach,78,255133,0.245,0.64,2,-7.426,0,0.0608,0.131,8.11E-06,0.0766,0.105,135.739,4
Stargazing,76,217026,0.512,0.483,0,-7.798,1,0.0298,0.00304,0.0011,0.12,0.367,160.009,4
Oceans (Where Feet May Fail),71,536000,0.264,0.363,2,-10.196,1,0.0338,0.501,0.00406,0.11,0.0613,124.328,4
New Gold (feat. Tame Impala and Bootie Brown),82,215149,0.695,0.923,1,-3.93,0,0.0522,0.0425,0.0469,0.116,0.551,108.014,3
I'm In Love With You,78,262623,0.668,0.902,2,-3.924,1,0.0386,0.169,8.74E-05,0.198,0.913,119.008,4
Feel Good Inc.,84,222640,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,4
Chop Suey!,83,210240,0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,4
Mr. Brightside,86,222973,0.352,0.911,1,-5.23,1,0.0747,0.00121,0,0.0995,0.236,148.033,4
Snow (Hey Oh),80,334666,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75E-05,0.119,0.599,104.655,4
Somewhere I Belong,73,213933,0.451,0.951,1,-3.754,1,0.0645,0.00038,2.39E-06,0.261,0.442,162.065,4
Revolution,67,231986,0.574,0.833,8,-6.239,0,0.0563,0.0611,0,0.105,0.574,86.008,4
One Step Closer,78,157333,0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32E-06,0.0787,0.538,95.136,4
Faint,77,162600,0.554,0.978,4,-3.554,1,0.131,0.111,0,0.0731,0.594,135.095,4
Come As You Are,79,218920,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,4
Feel Invincible,72,229933,0.603,0.886,5,-3.777,0,0.0837,0.00045,0,0.26,0.395,126.025,4
Miss You,87,206000,0.587,0.742,6,-6.64,0,0.0529,0.0128,0.00107,0.146,0.199,145.007,4
Nightcall,73,258413,0.532,0.874,9,-5.183,0,0.0482,0.00842,0.012,0.452,0.361,91.038,4
Out of My League,68,209386,0.545,0.968,9,-3.553,0,0.0853,0.0387,0.00325,0.331,0.527,169.965,4
Oh Caroline,76,212568,0.646,0.85,2,-5.466,1,0.0428,0.363,4.01E-05,0.0994,0.819,96.538,4
Afraid,77,251186,0.464,0.701,6,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996,4
Rhinestone Eyes,80,200173,0.676,0.703,8,-5.815,0,0.0302,0.0869,0.000687,0.0463,0.852,92.761,4
Here Without You,76,238733,0.557,0.533,10,-6.817,0,0.0252,0.0492,0,0.205,0.233,143.994,4
I Like Him,66,132453,0.893,0.579,9,-8.995,1,0.113,0.0641,0.000121,0.215,0.611,133.018,4
Renegades,76,195200,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,4
Crawling,76,208960,0.58,0.702,4,-5.565,1,0.0337,0.0466,3.20E-06,0.536,0.299,105.076,4
overwhelmed - Chri$tian Gate$ remix,69,134482,0.619,0.502,0,-8.097,0,0.249,0.178,0,0.155,0.38,174.196,4
"Elliot's Song - From ""Euphoria"" An HBO Original Series",70,150320,0.394,0.327,4,-14.291,1,0.114,0.849,0,0.125,0.411,93.358,4
The Adults Are Talking,79,309053,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,4
Everybody Talks,80,177280,0.471,0.924,8,-3.906,1,0.0586,0.00301,0,0.313,0.725,154.961,4
Boku no Sensou,66,280466,0.473,0.936,2,-4.877,1,0.0704,0.00916,0.0422,0.31,0.416,144.014,4
Villain,68,145386,0.745,0.636,11,-4.7,0,0.0448,0.0794,6.74E-05,0.107,0.834,108.955,4
One Last Breath,72,238240,0.386,0.677,2,-5.83,1,0.0346,0.00841,0.00366,0.341,0.195,126.602,4
Hero,72,186813,0.533,0.967,1,-2.543,1,0.0995,0.00791,0,0.336,0.782,142.018,4
Breaking the Habit,71,196906,0.579,0.849,4,-5.218,0,0.0303,0.108,0,0.0909,0.581,100.021,4
Papercut,75,184866,0.524,0.939,9,-3.994,1,0.113,0.00022,0,0.623,0.661,150.184,4
Heart-Shaped Box,79,281160,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,4
"10,000 Reasons (Bless The Lord) - Live",66,342493,0.431,0.485,7,-8.085,1,0.0274,0.452,0,0.544,0.367,145.22,4
Stronger,66,190048,0.563,0.678,2,-4.717,0,0.0392,0.0228,0,0.342,0.134,127.883,4
Tongue Tied,79,218013,0.56,0.936,3,-5.835,1,0.0439,0.00847,0,0.161,0.371,112.96,4
So Far Away,66,326813,0.286,0.703,4,-4.491,0,0.0348,0.00847,7.39E-05,0.142,0.259,151.297,4
LOST IN THE ECHO,67,205120,0.546,0.98,9,-3.02,0,0.0619,0.0154,0,0.31,0.478,120.037,4
The Man Who Sold The World,76,261093,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,4
fmk (with blackbear),68,189075,0.53,0.532,2,-5.957,1,0.0569,0.111,0,0.188,0.536,71.797,4
Losing My Religion,84,268426,0.666,0.855,9,-5.051,0,0.0295,0.179,1.20E-06,0.0987,0.803,125.639,4
Cry Baby,74,235160,0.581,0.656,4,-4.891,0,0.0294,0.00269,2.78E-06,0.101,0.338,108.033,4
Mind Over Matter (Reprise),75,230866,0.393,0.487,0,-6.348,1,0.0337,0.229,0,0.128,0.3,151.958,4
Pretty Boy,75,234093,0.578,0.386,6,-11.464,1,0.0278,0.208,0.0453,0.307,0.569,154.902,4
New Divide,70,268613,0.493,0.808,5,-3.365,0,0.0362,0.000235,0,0.0983,0.38,117.971,4
Toxicity,81,218933,0.413,0.873,8,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68,3
Legendary,66,232173,0.537,0.656,11,-5.863,0,0.0411,0.0458,2.54E-06,0.112,0.45,141.873,4
Under the Bridge,82,264306,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,4
Can't Stop,82,269000,0.618,0.938,9,-3.442,1,0.0456,0.0179,0,0.167,0.875,91.455,4
Habits,76,136733,0.663,0.287,9,-9.469,1,0.0344,0.854,6.85E-06,0.346,0.438,82.457,4
About You,73,326490,0.416,0.762,2,-7.385,1,0.0279,0.312,0.804,0.0559,0.461,95.967,4
Fade Into You,79,295600,0.42,0.33,9,-13.925,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,3
Painkiller,71,213506,0.683,0.42,5,-6.51,1,0.0542,0.0875,0,0.225,0.469,128.621,4
On Melancholy Hill,78,233866,0.689,0.739,2,-5.81,1,0.026,1.51E-05,0.509,0.064,0.578,120.423,4
Last Resort,80,199906,0.589,0.89,4,-3.719,0,0.0603,0.000481,0.00082,0.201,0.692,90.598,4
The Mystic,68,189600,0.556,0.72,4,-5.132,0,0.0415,0.358,0,0.146,0.405,125.324,4
Duality,80,252613,0.354,0.982,4,-3.026,0,0.168,0.000237,0.000294,0.204,0.194,143.772,4
Violin,67,109714,0.83,0.875,2,-4.212,1,0.094,0.0695,0.000877,0.117,0.675,139.9,4
Primadonna,74,221075,0.66,0.689,4,-2.671,0,0.0337,0.0884,0,0.0922,0.427,127.98,4
All Star,79,200373,0.731,0.867,11,-5.881,1,0.032,0.0395,0,0.0861,0.776,104.019,4
You Say,75,274693,0.494,0.632,5,-6.89,1,0.0342,0.682,0,0.0869,0.0797,147.873,4
It's Not Living (If It's Not With You),73,248335,0.618,0.837,1,-5.338,1,0.0304,0.000254,0.000378,0.0618,0.526,121.227,4
Hail to the King,76,305906,0.58,0.916,3,-4.358,0,0.0387,0.000297,0.0259,0.126,0.683,118.004,4
What If I Love You,69,158360,0.743,0.666,11,-8.337,1,0.0546,0.432,1.77E-05,0.129,0.492,101.002,4
Where Is My Mind?,77,229226,0.513,0.442,4,-13.529,1,0.0343,0.00731,0.000838,0.0878,0.243,81.201,4
The 1975,71,250900,0.542,0.433,9,-10.47,1,0.0305,0.897,0.173,0.101,0.495,140.939,4
Looking For Somebody (To Love),72,178617,0.522,0.957,2,-4.924,1,0.0687,0.0515,0.0014,0.144,0.917,170.91,4
Where Is My Mind? - Remastered,79,234973,0.519,0.441,4,-14.178,1,0.0353,0.0204,0.000453,0.076,0.25,81.334,4
Everlong,84,250546,0.413,0.881,11,-5.541,0,0.0367,5.99E-05,0.000308,0.0805,0.364,158.066,4
Bitter Sweet Symphony,80,357266,0.356,0.917,9,-6.006,1,0.0479,0.0335,0,0.406,0.518,171.176,4
Unfair,72,146866,0.477,0.572,8,-7.328,1,0.0319,0.00708,0.784,0.144,0.0414,194.033,4
Unsteady,74,193546,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,4
You And Me,76,195493,0.459,0.427,7,-7.734,1,0.0267,0.114,0,0.168,0.354,139.902,3
Happiness,70,303903,0.662,0.905,11,-5.036,1,0.0383,0.0529,0.0521,0.202,0.857,117.997,4
sail away,71,179000,0.743,0.835,2,-4.655,1,0.029,0.25,0,0.0912,0.955,120.019,4
I'm In Love With You,71,262623,0.668,0.902,2,-3.924,1,0.0386,0.169,8.74E-05,0.198,0.913,119.008,4
When We Are Together,69,216586,0.618,0.449,2,-10.565,1,0.0435,0.383,0.0182,0.116,0.699,75.046,4
This fffire - New Version,76,218080,0.442,0.887,4,-5.943,0,0.1,0.0259,4.57E-06,0.0655,0.637,146.358,4
End Up,66,90023,0.614,0.51,11,-8.11,0,0.119,0.463,0,0.176,0.716,72.519,4
Far Away,73,238173,0.518,0.797,6,-5.153,1,0.0309,0.000681,0,0.107,0.293,132.918,4
Dumb,75,151893,0.697,0.395,6,-13.58,1,0.0281,0.428,0.653,0.173,0.876,113.589,4
The Resistance,69,232066,0.483,0.941,2,-3.598,0,0.0575,0.000526,3.50E-06,0.31,0.503,156.033,4
Way Maker - Live,67,503240,0.432,0.524,4,-8.721,1,0.0321,0.0289,0,0.682,0.183,135.956,4
Killing In The Name,80,313573,0.466,0.833,7,-4.215,1,0.304,0.0266,0,0.0327,0.661,88.785,4
Void,68,203666,0.534,0.582,5,-7.912,1,0.0401,0.047,0.0328,0.0883,0.346,84.183,4
GROWING UP IS _____,67,233587,0.673,0.729,0,-5.664,1,0.029,0.000983,0.000107,0.226,0.482,112.535,4
From the Inside,67,173933,0.466,0.965,1,-2.597,0,0.0904,0.042,0,0.101,0.453,95.028,3
How You Remind Me,80,223840,0.446,0.764,10,-5.042,1,0.033,0.00135,0,0.099,0.543,172.094,4
Nobody (feat. Matthew West),67,206400,0.561,0.717,8,-5.72,1,0.0381,0.458,0,0.138,0.455,79.993,4
Afterlife,70,352426,0.487,0.949,2,-4.217,0,0.0798,0.000429,2.91E-05,0.231,0.406,110.02,4
Part Of The Band,69,260148,0.714,0.51,6,-8.216,1,0.0453,0.76,0.133,0.253,0.832,142.009,4
A Place for My Head,70,184640,0.603,0.908,11,-5.254,1,0.184,0.0144,0,0.671,0.457,133.063,4
Glitter & Gold,69,176093,0.487,0.625,8,-5.112,1,0.0401,0.374,0,0.226,0.351,170.397,4
The Kid I Used to Know,66,145801,0.639,0.776,9,-4.61,1,0.0829,0.0731,1.97E-06,0.18,0.267,160.101,4
Wintering,70,165457,0.643,0.882,11,-5.431,1,0.0808,0.363,5.53E-05,0.28,0.941,159.996,4
Fallen Star,70,224938,0.603,0.551,10,-6.259,0,0.0304,0.0696,0.0976,0.192,0.439,75.001,4
Walking On A Dream,79,198440,0.871,0.701,5,-5.594,0,0.0458,0.257,7.52E-06,0.0589,0.716,126.975,4
broken,70,204878,0.666,0.728,7,-5.808,1,0.0419,0.00175,4.26E-06,0.0429,0.51,122.996,4
Wires,71,193080,0.568,0.569,7,-6.013,0,0.0329,0.0004,0.102,0.342,0.266,72.991,4
Horns,66,217625,0.49,0.753,6,-5.411,1,0.238,0.081,2.85E-06,0.268,0.325,156.241,4
Brazil,80,252306,0.687,0.617,4,-5.213,1,0.0287,0.0941,1.27E-05,0.0898,0.665,121.079,4
Never Let Me Go,66,270973,0.452,0.736,9,-3.212,1,0.0378,0.297,2.20E-06,0.381,0.24,144.683,4
"Call It Fate, Call It Karma",72,204773,0.544,0.241,4,-14.779,0,0.03,0.983,0.774,0.101,0.359,109.437,4
Otherside,80,255373,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,4
Scar Tissue,79,215906,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,4
Nightmare,72,374453,0.554,0.949,2,-4.928,1,0.0787,0.000318,9.98E-05,0.2,0.233,129.984,4
Lonely Day,75,167906,0.47,0.796,8,-3.277,0,0.0336,0.362,1.10E-06,0.133,0.215,113.108,3
Dark Necessities,74,302000,0.7,0.742,5,-6.777,0,0.0716,0.0722,0.0199,0.11,0.197,91.959,4
Aerials,77,235053,0.364,0.922,0,-4.217,0,0.0567,0.000915,0.0346,0.0697,0.227,79.342,4
Awake and Alive,69,209493,0.434,0.939,4,-2.983,0,0.0593,0.0425,0,0.491,0.569,159.932,4
Karma Police,76,264066,0.36,0.501,7,-9.129,1,0.0258,0.0638,9.32E-05,0.172,0.324,74.807,4
Psychosocial,76,284120,0.568,0.981,2,-3.889,1,0.0887,0.00269,0.00275,0.0243,0.307,135.146,4
Lithium,73,257053,0.678,0.656,7,-6.41,1,0.0381,0.00174,0,0.0631,0.485,123.207,4
It Won't Stop (feat. Chris Brown) - EP Version,69,281080,0.657,0.574,1,-9.484,0,0.0407,0.016,8.10E-05,0.172,0.211,119.992,4
Compass,70,167960,0.7,0.82,5,-5.499,0,0.0329,0.238,0.318,0.658,0.667,109.998,4
Kids,78,302840,0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,4
Devil's Advocate,71,186306,0.662,0.681,11,-8.152,0,0.0315,0.0321,0.139,0.508,0.864,98.004,4
Bare Wit Me,66,128652,0.73,0.498,5,-8.629,0,0.064,0.138,0.083,0.187,0.498,117.975,4
Are You Gonna Be My Girl,76,213800,0.613,0.953,2,-3.435,1,0.0855,0.00148,0.000582,0.152,0.537,105.046,4
Why,71,139906,0.684,0.856,6,-2.676,1,0.0411,0.342,0.00728,0.109,0.343,117.027,4
Behind Blue Eyes,74,269973,0.595,0.489,7,-6.66,1,0.0271,0.497,0,0.119,0.0902,120.315,4
High and Dry,75,257480,0.419,0.383,4,-11.782,1,0.0256,0.0724,0.0176,0.0896,0.35,87.568,4
Points of Authority,68,200240,0.512,0.97,8,-3.886,0,0.212,0.03,0,0.0994,0.427,94.952,4
Lost In The Wild,67,235960,0.483,0.77,6,-4.829,0,0.0512,0.007,0,0.182,0.386,132.992,4
Flawless,70,246493,0.568,0.871,0,-3.453,1,0.0308,0.0553,0.51,0.303,0.374,119.99,4
War of Change,67,231665,0.531,0.887,5,-4.417,0,0.0329,0.00261,0.000512,0.0657,0.626,104.055,4
Are You Satisfied?,71,198960,0.669,0.712,0,-4.992,1,0.0412,0.303,0,0.0755,0.843,124.009,4
Take A Look Around,74,321040,0.425,0.852,11,-5.607,1,0.046,0.0175,0.306,0.0935,0.512,101.968,4
Good Good Father,66,293398,0.429,0.587,9,-4.588,1,0.0275,0.315,0,0.108,0.164,145.003,3
The Pretender,79,269373,0.433,0.959,9,-4.04,1,0.0431,0.000917,0,0.028,0.365,172.984,4
Papi Chulo,68,161667,0.866,0.563,6,-6.965,0,0.102,0.187,0,0.0888,0.309,127.905,4
Happiness,71,303903,0.666,0.909,11,-5.029,1,0.039,0.0438,0.108,0.219,0.846,118.007,4
Lying from You,66,175373,0.535,0.951,3,-3.324,0,0.18,0.00777,0,0.0669,0.723,160.102,4
Happy Pills,71,203080,0.521,0.885,4,-4.934,0,0.125,0.00327,0.00904,0.324,0.344,115.985,4
Kryptonite,80,233933,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.10E-05,0.168,0.543,99.009,4
The Diary of Jane - Single Version,74,200546,0.392,0.964,10,-4.441,0,0.0644,7.13E-05,0.0387,0.106,0.269,167.024,4
She's My Collar (feat. Kali Uchis),75,209560,0.726,0.815,11,-5.886,1,0.0313,0.00799,0.081,0.112,0.462,140.158,4
Clint Eastwood,76,340920,0.663,0.694,10,-8.627,0,0.171,0.0253,0,0.0698,0.525,167.953,4
Tonight You Are Mine,66,230000,0.634,0.6,11,-6.662,1,0.0265,0.00203,0.00569,0.0796,0.64,90.017,4
R.I.P. 2 My Youth,69,205280,0.353,0.686,7,-5.704,0,0.0534,0.00216,0,0.123,0.177,94.47,4
Cherry Flavoured,68,208453,0.617,0.574,6,-9.768,1,0.0276,0.23,0.0105,0.0983,0.396,91.769,4
Nervous,70,245000,0.589,0.614,0,-7.528,0,0.0426,0.0213,0.165,0.31,0.318,119.837,4
Burn It to the Ground,73,212346,0.617,0.922,11,-3.474,1,0.0744,0.000247,0.388,0.363,0.6,132.059,4
A Little Piece of Heaven,69,480706,0.486,0.881,2,-5.623,0,0.0474,0.0244,0,0.429,0.667,144.997,4
Cult of Personality,68,294826,0.504,0.918,0,-3.463,1,0.0517,0.00164,2.12E-05,0.78,0.539,92.031,4
Faint,66,162600,0.554,0.978,4,-3.554,1,0.131,0.111,0,0.0731,0.594,135.095,4
Island In The Sun,78,200306,0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623,4
B.Y.O.B.,77,255466,0.538,0.981,1,-2.688,0,0.14,0.00662,0,0.219,0.711,101.414,4
Start a Riot,66,171466,0.728,0.727,2,-3.585,1,0.206,0.0128,0,0.0882,0.89,143.144,4
Metalingus,67,259959,0.496,0.981,8,-3.268,1,0.108,9.33E-06,0,0.0958,0.163,109.905,4
Fake Plastic Trees,72,290706,0.463,0.229,2,-12.592,1,0.0297,0.167,0.0997,0.202,0.135,73.543,4
"You're Gonna Go Far, Kid",81,177826,0.55,0.917,0,-3.159,1,0.0638,0.00428,0,0.197,0.601,126.115,4
2 On (feat. ScHoolboy Q),72,227000,0.742,0.595,9,-7.51,1,0.107,0.15,0,0.111,0.431,101.013,4
Scary Love,69,222666,0.595,0.636,5,-5.981,0,0.0312,9.45E-05,0.0529,0.196,0.147,112.008,4
Butterfly,73,216733,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,4
Bloom Later,66,160306,0.513,0.318,0,-10.451,1,0.0314,0.796,0,0.177,0.249,81.923,3
Mind Over Matter,71,244693,0.466,0.763,0,-4.448,1,0.0318,0.000501,0,0.0973,0.293,154.914,4
Lips Of An Angel,73,261853,0.476,0.736,2,-5.38,1,0.0343,0.0217,1.08E-06,0.203,0.251,129.084,4
Black Hole Sun,77,318586,0.35,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,4
Oh No!,72,182586,0.77,0.896,0,-3.971,1,0.039,0.0539,0,0.243,0.964,126.999,4
Everybody Hurts,75,320266,0.467,0.324,2,-10.451,1,0.0255,0.615,0.0248,0.118,0.166,94.301,3
Be Yourself,72,278973,0.423,0.845,11,-3.509,0,0.0559,0.143,5.07E-06,0.213,0.317,116.602,4
About A Girl,74,166640,0.409,0.932,11,-4.538,0,0.0339,1.87E-05,1.60E-06,0.31,0.591,131.761,4
My Type,70,204811,0.595,0.896,10,-2.951,1,0.047,0.0641,5.82E-05,0.0748,0.567,118.001,4
Baby Came Home 2 / Valentines,71,390493,0.21,0.499,2,-9.754,0,0.0485,0.0687,0.00315,0.773,0.108,74.094,4
Electric Feel,77,229640,0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,3
Someone To Spend Time With,73,173953,0.816,0.46,9,-13.299,1,0.034,0.0488,0.261,0.106,0.963,89.57,4
Dazed & Confused,67,189608,0.688,0.5,2,-7.411,1,0.138,0.102,0,0.355,0.418,127.906,3
Passion,67,132746,0.777,0.721,0,-6.951,1,0.071,0.476,0.0512,0.27,0.88,106.956,4
Zombie,69,254805,0.448,0.826,2,-3.244,0,0.0319,0.00756,0,0.117,0.19,77.093,4
Selfless,71,222093,0.538,0.679,4,-4.297,1,0.0333,0.191,0.00175,0.0889,0.0888,121.99,4
