artist_name,album_name,song_name,song_genre
Weathers,Happy Pills,Happy Pills,alternative
3 Doors Down,The Better Life,Kryptonite,alternative
Breaking Benjamin,Phobia (Clean Version),The Diary of Jane - Single Version,alternative
Gorillaz;Kali Uchis,Humanz (Deluxe),She's My Collar (feat. Kali Uchis),alternative
Gorillaz,Gorillaz,Clint Eastwood,alternative
The Technicolors,Ultraviolet Disguise (Deluxe Edition),Tonight You Are Mine,alternative
The Neighbourhood,Wiped Out!,R.I.P. 2 My Youth,alternative
The Neighbourhood,Chip Chrome & The Mono-Tones,Cherry Flavoured,alternative
The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Nervous,alternative
Nickelback,Dark Horse,Burn It to the Ground,alternative
Avenged Sevenfold,Avenged Sevenfold,A Little Piece of Heaven,alternative
Living Colour,Vivid (Expanded Edition),Cult of Personality,alternative
Linkin Park,Meteora (Bonus Edition),Faint,alternative
Weezer,Weezer (Green Album),Island In The Sun,alternative
System Of A Down,Mezmerize,B.Y.O.B.,alternative
Duckwrth;Shaboozey,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Start a Riot,alternative
Alter Bridge,One Day Remains,Metalingus,alternative
Radiohead,The Bends,Fake Plastic Trees,alternative
The Offspring,"Rise And Fall, Rage And Grace","You're Gonna Go Far, Kid",alternative
Tinashe;ScHoolboy Q,Aquarius,2 On (feat. ScHoolboy Q),alternative
The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Scary Love,alternative
Crazy Town,The Gift Of Game,Butterfly,alternative
Jesse,&,Bloom Later,alternative
Young the Giant,Mind Over Matter,Mind Over Matter,alternative
Hinder,Extreme Behavior,Lips Of An Angel,alternative
Soundgarden,Superunknown (Deluxe Edition),Black Hole Sun,alternative
MARINA,The Family Jewels,Oh No!,alternative
R.E.M.,Automatic For The People,Everybody Hurts,alternative
Audioslave,Out of Exile,Be Yourself,alternative
Nirvana,Nirvana,About A Girl,alternative
Saint Motel,My Type EP,My Type,alternative
The Neighbourhood,Wiped Out!,Baby Came Home 2 / Valentines,alternative
MGMT,Oracular Spectacular,Electric Feel,alternative
Los Retros,Someone To Spend Time With,Someone To Spend Time With,alternative
Ruel,Dazed & Confused,Dazed & Confused,alternative
RAC;Louis The Child,BOY,Passion,alternative
Bad Wolves,Zombie,Zombie,alternative
The Strokes,The New Abnormal,Selfless,alternative
The 1975,A Brief Inquiry Into Online Relationships,Love It If We Made It,alternative
Lauren Daigle,How Can It Be,Trust in You,alternative
GAYLE;The Wild,abc (The Wild Remix),abc (The Wild Remix),alternative
Ruel,YOU AGAINST YOURSELF,YOU AGAINST YOURSELF,alternative
Red Hot Chili Peppers,Stadium Arcadium,Dani California,alternative
MISSIO,Loner,Twisted,alternative
Nickelback,All the Right Reasons (Walmart Exclusive Edition),Rockstar,alternative
MARINA,Electra Heart (Deluxe),How to Be a Heartbreaker,alternative
Slipknot,Vol. 3: The Subliminal Verses,Before I Forget,alternative
Slipknot,We Are Not Your Kind,Unsainted,alternative
Cigarettes After Sex,Cigarettes After Sex,K.,ambient
Cigarettes After Sex,Cigarettes After Sex,Apocalypse,ambient
Cigarettes After Sex,Cry,Cry,ambient
Cigarettes After Sex,Cigarettes After Sex,Sweet,ambient
Cigarettes After Sex,Cigarettes After Sex,Sunsetz,ambient
Novo Amor;Ed Tullett;Lowswimmer,Heiress,Ontario,ambient
Sleeping At Last,Turning Page,Turning Page,ambient
Cigarettes After Sex,EP I.,Nothing's Gonna Hurt You Baby,ambient
Cigarettes After Sex,Cry,Heavenly,ambient
Cigarettes After Sex,Affection,Affection,ambient
Ludovico Einaudi;Daniel Hope;I Virtuosi Italiani,In A Time Lapse,Experience,ambient
Novo Amor,Birthplace,State Lines,ambient
Cigarettes After Sex,Cry,Falling In Love,ambient
Cigarettes After Sex,You're All I Want,You're All I Want,ambient
Novo Amor,Bathing Beach,Carry You,ambient
Novo Amor,Bathing Beach,Anchor,ambient
Novo Amor,Birthplace,Repeat Until Death,ambient
Novo Amor,"Cannot Be, Whatsoever",Keep Me,ambient
Marconi Union,The Ambient Zone Just Music Cafe Vol 4,Weightless,ambient
Sleeping At Last,Atlas: I,You Are Enough,ambient
Sleeping At Last,"Covers, Vol. 2",Already Gone,ambient
Ludovico Einaudi,Una Mattina,Nuvole Bianche,ambient
Seekae;Flume,Test & Recognise (Remixes),Test & Recognise - Flume Re-work,ambient
Bicep,Bicep,Glue,ambient
Sleeping At Last,Atlas: II,Touch,ambient
Grouper,Inca Ore / Grouper,Poison Tree,ambient
Ludovico Einaudi,Una Mattina,Una Mattina,ambient
Novo Amor,Haven (from Life Is Strange),Haven (from Life Is Strange),ambient
Sleeping At Last,Atlas: I,Saturn,ambient
Yann Tiersen,Le Fabuleux destin d'Amélie Poulain (Bande originale du film),"Comptine d'un autre été, l'après-midi",ambient
Bethel Music;Jenn Johnson,Victory (Live),Goodness of God - Live,ambient
Novo Amor;Ed Tullett;Lowswimmer,Heiress,Euphor,ambient
Stephan Moccio,Fracture,Fracture,ambient
Marconi Union,Weightless (Ambient Transmission Vol. 2),Weightless Part 1,ambient
Bicep;Clara La San,Water,Water,ambient
美波,カワキヲアメク,カワキヲアメク,anime
KANA-BOON,TIME,シルエット,anime
Kenshi Yonezu,KICK BACK,KICK BACK,anime
TK from Ling tosite sigure,Fantastic Magic,unravel,anime
Eve,Kaikai Kitan / Ao No Waltz,Kaikai Kitan,anime
Kenshi Yonezu,BOOTLEG,ピースサイン,anime
ENHYPEN,BORDER : CARNIVAL,FEVER,anime
Ikimonogakari,Chou Ikimonobakari Tennen Kinen Members Best Selection,ブルーバード,anime
BURNOUT SYNDROMES,檸檬,FLY HIGH!!,anime
LiSA,LANDSPACE,crossing field,anime
LiSA,炎,炎,anime
Vickeblanka,Black Catcher,Black Catcher,anime
LiSA,LEO-NiNE,紅蓮華,anime
Official HIGE DANdism,Cry Baby,Cry Baby,anime
Apollo Fresh,JoJo Pose,JoJo Pose,anime
FLOW,MICROCOSM,Sign,anime
Yugo Kanno,JOJO'S BIZARRE ADVENTURE -Golden Wind O.S.T vol.1 Overture,il vento d'oro,anime
Aimer,残響散歌,残響散歌,anime
ENHYPEN,DIMENSION : ANSWER,Polaroid Love,anime
Vickeblanka,wizard,Black Rover,anime
ENHYPEN,BORDER : CARNIVAL,Drunk-Dazed,anime
Linked Horizon,Shingeki no Kiseki,Guren no Yumiya,anime
ENHYPEN,One In A Billion,One In A Billion,anime
Linked Horizon,Shingeki no Kiseki,Shinzo wo Sasageyo!,anime
ENHYPEN,BORDER : DAY ONE,Given-Taken,anime
ENHYPEN,DIMENSION : DILEMMA,Tamed-Dashed,anime
ENHYPEN,I Need The Light,I Need The Light,anime
ENHYPEN,MANIFESTO : DAY 1,Future Perfect (Pass the MIC),anime
ENHYPEN,MANIFESTO : DAY 1,ParadoXXX Invasion,anime
ENHYPEN,MANIFESTO : DAY 1,SHOUT OUT,anime
Vickeblanka,Devil,Black Catcher,anime
ENHYPEN,DIMENSION : ANSWER,Blessed-Cursed,anime
ENHYPEN,MANIFESTO : DAY 1,TFW (That Feeling When),anime
Mrs. GREEN APPLE,インフェルノ,インフェルノ,anime
Taeko Onuki,MIGNONNE (Mastered by Bernie Grundman),4:00A.M.,anime
Aimer,daydream,カタオモイ,anime
THE ORAL CIGARETTES,FIXION,Kyouran Hey Kids!!,anime
Eve,Bunka,Dramaturgy,anime
Mrs. GREEN APPLE,Attitude,インフェルノ,anime
ENHYPEN,BORDER : DAY ONE,Let Me In (20 CUBE),anime
ENHYPEN,BORDER : CARNIVAL,Not For Sale,anime
Kenshi Yonezu,STRAY SHEEP,Lemon,anime
ENHYPEN,DIMENSION : DILEMMA,Go Big or Go Home,anime
Official HIGE DANdism,Mixed Nuts,Mixed Nuts,anime
Joe Hisaishi,FREEDOM PIANO STORIES 4,Merry-Go-Round of Life - from 'Howl's Moving Castle',anime
Sayuri,花の塔,花の塔,anime
SEKAI NO OWARI,Habit,Habit,anime
Official HIGE DANdism,エスカパレード,115万キロのフィルム,anime
Mrs. GREEN APPLE,ダンスホール,ダンスホール,anime
Kenshi Yonezu,STRAY SHEEP,感電,anime
Mrs. GREEN APPLE;Sonoko Inoue,青と夏,点描の唄,anime
Watchhouse,Such Jubilee,Old Ties and Companions,bluegrass
Watchhouse,Such Jubilee,Daylight,bluegrass
Old Crow Medicine Show,O.C.M.S.,Wagon Wheel,bluegrass
Everybody Loves an Outlaw,I See Red,I See Red,blues
Cage The Elephant,Melophobia,Cigarette Daydreams,blues
Sam Tinnesz;Yacht Money,Play with Fire (feat. Yacht Money),Play with Fire (feat. Yacht Money),blues
The White Stripes,Elephant,Seven Nation Army,blues
Eric Clapton,Slowhand 35th Anniversary (Super Deluxe),Wonderful Tonight,blues
Sam Tinnesz,Babel,Legends Are Made,blues
Cage The Elephant,Melophobia,Come a Little Closer,blues
Cage The Elephant,Cage The Elephant (Expanded Edition),Ain't No Rest for the Wicked,blues
Adam Jensen,The Mystic,The Mystic,blues
Lynyrd Skynyrd,Second Helping (Expanded Edition),Sweet Home Alabama,blues
The Animals,The Singles Plus,House of the Rising Sun,blues
Bohnes,Middle Finger - Single,Middle Finger,blues
Bryce Fox,Heaven on Hold,Horns,blues
Nina Simone,I Put A Spell On You,Feeling Good,blues
Cage The Elephant,Tell Me I'm Pretty,Trouble,blues
Lynyrd Skynyrd,Pronounced' Leh-'Nerd 'Skin-'Nerd,Free Bird,blues
Elle King,Love Stuff,Ex's & Oh's,blues
Elle King;Miranda Lambert,Drunk (And I Don't Wanna Go Home),Drunk (And I Don't Wanna Go Home),blues
Chuck Berry,Berry Is On Top,Johnny B. Goode,blues
Jimi Hendrix,Electric Ladyland,All Along the Watchtower,blues
Eric Clapton,Slowhand 35th Anniversary,Cocaine,blues
Derek & The Dominos,Layla And Other Assorted Love Songs (Remastered 2010),Layla,blues
ZZ Top,Tres Hombres (Expanded 2006 Remaster),La Grange - 2005 Remaster,blues
The Who,Who's Next (Deluxe Edition),Baba O'Riley,blues
Deep Purple,Machine Head (Remastered),Smoke On The Water - Remastered 2012,blues
Billie Holiday,Solitude,Solitude,blues
Leon Bridges,Coming Home (Deluxe),River,blues
Jefferson Airplane,Surrealistic Pillow,White Rabbit,blues
Eric Clapton,Rush (Music from the Motion Picture Soundtrack),Tears in Heaven,blues
Etta James,At Last!,At Last,blues
Cage The Elephant,Tell Me I'm Pretty,Cold Cold Cold,blues
The Who,Who's Next (Deluxe Edition),Behind Blue Eyes,blues
Buffalo Springfield,Buffalo Springfield,For What It's Worth,blues
Gary Moore,Still Got The Blues,Still Got The Blues,blues
The Black Keys,Brothers (Deluxe Remastered Anniversary Edition),Howlin' for You,blues
Steppenwolf,Steppenwolf,Born To Be Wild,blues
Badfinger,Straight Up (Remastered 2010 / Deluxe Edition),Baby Blue - Remastered 2010,blues
Leon Bridges,Good Thing,Beyond,blues
Jimi Hendrix,Axis: Bold As Love,Little Wing,blues
Lynyrd Skynyrd,Pronounced' Leh-'Nerd 'Skin-'Nerd,Simple Man,blues
The Black Keys,El Camino,Lonely Boy,blues
Jimi Hendrix,Are You Experienced,Purple Haze,blues
Ray Charles,True Genius,Hit the Road Jack,blues
Blue Öyster Cult,Agents Of Fortune,(Don't Fear) The Reaper,blues
The Black Keys,Dropout Boogie,Wild Child,blues
Deep Purple,Machine Head (Remastered),Highway Star - Remastered 2012,blues
Thin Lizzy,Jailbreak (Deluxe Edition),The Boys Are Back In Town,blues
Etta James,Tell Mama,I'd Rather Go Blind,blues
Santana;The Product G&B,Supernatural (Remastered),Maria Maria (feat. The Product G&B),blues
Jefferson Airplane,Surrealistic Pillow,Somebody to Love,blues
Whitesnake,Whitesnake (2018 Remaster),Is This Love - 2018 Remaster,blues
Blind Melon,Blind Melon,No Rain,blues
Chuck Berry,St. Louis To Liverpool,You Never Can Tell,blues
Jimi Hendrix,Electric Ladyland,Voodoo Child (Slight Return),blues
The White Stripes,White Blood Cells,Fell In Love With a Girl,blues
George Thorogood & The Destroyers,BAD TO THE BONE,Bad To The Bone,blues
Otis Redding,The Dock of the Bay (Mono),(Sittin' On) the Dock of the Bay,blues
Cream,Wheels Of Fire,White Room,blues
Whitesnake,Whitesnake (2018 Remaster),Here I Go Again - 2018 Remaster,blues
Free,Fire And Water,All Right Now,blues
Greta Van Fleet,From The Fires,Highway Tune,blues
The White Stripes,White Blood Cells,We're Going to Be Friends,blues
Etta James,At Last!,A Sunday Kind Of Love,blues
Ray Charles,Soul,Hit the Road Jack,blues
Aretha Franklin,Aretha Now,I Say a Little Prayer,blues
Ella Fitzgerald;Louis Armstrong,"Love, Ella",Dream A Little Dream Of Me - Single Version,blues
Ella Fitzgerald;Louis Armstrong,The Complete Ella And Louis On Verve,Cheek To Cheek,blues
The White Stripes,Icky Thump,Icky Thump,blues
Santana;Rob Thomas,Supernatural (Remastered),Smooth (feat. Rob Thomas),blues
KONGOS,Lunatic,Come with Me Now,blues
Queens of the Stone Age,Songs For The Deaf,No One Knows,blues
Ten Years After,A Space in Time (Deluxe Version),I'd Love to Change the World - 2004 Remaster,blues
Stevie Ray Vaughan,Texas Flood (Legacy Edition),Pride and Joy,blues
"Crosby, Stills & Nash","Crosby, Stills & Nash",Helplessly Hoping - 2005 Remaster,blues
Joe Cocker;Jennifer Warnes,The Anthology,"Up Where We Belong - From ""An Officer And A Gentleman""",blues
Cream,Disraeli Gears (Deluxe Edition),Sunshine Of Your Love,blues
Deep Purple,Perfect Strangers,Perfect Strangers,blues
Jimi Hendrix,Are You Experienced,Hey Joe,blues
Cold War Kids,Hold My Home,First,blues
Leon Bridges,Coming Home (Deluxe),Coming Home,blues
The Black Keys,El Camino,Little Black Submarines,blues
Santana;Rob Thomas,Supernatural (Legacy Edition),Smooth (feat. Rob Thomas),blues
The Black Keys,El Camino,Gold on the Ceiling,blues
The Who,Who's Next (Deluxe Edition),Won't Get Fooled Again - Original Album Version,blues
T. Rex,Electric Warrior,Get It On,blues
ZZ Top,Eliminator,Sharp Dressed Man - 2008 Remaster,blues
Janis Joplin,Pearl (Legacy Edition),Me and Bobby McGee,blues
The Doobie Brothers,Toulouse Street,Listen to the Music,blues
The Black Crowes,Shake Your Money Maker,Hard To Handle,blues
Rainbow,Down To Earth,Since You Been Gone,blues
Santana,Santana's Greatest Hits,Black Magic Woman - Single Version,blues
Nina Simone,I Put A Spell On You,I Put A Spell On You,blues
Foghat,Slow Ride / Save Your Loving (For Me),Slow Ride,blues
Royal Blood,Royal Blood,Figure It Out,blues
Joe Cocker,I Can Stand A Little Rain,You Are So Beautiful,blues
"Crosby, Stills, Nash & Young",Deja Vu,Our House,blues
Big Brother & The Holding Company;Janis Joplin,Cheap Thrills,Piece of My Heart,blues
The Moody Blues,Days Of Future Passed (Deluxe Version),Nights In White Satin - Single Version / Mono,blues
J.J. Cale,Naturally,After Midnight,blues
10cc,The Original Soundtrack,I'm Not In Love,blues
Steve Miller Band,The Joker,The Joker,blues
Greta Van Fleet,The Battle at Garden’s Gate,Light My Love,blues
Procol Harum,Hits'n'Flips,A Whiter Shade of Pale - Original Single Version,blues
Greta Van Fleet,The Battle at Garden’s Gate,Heat Above,blues
Allman Brothers Band,Idlewild South (Deluxe Edition Remastered),Midnight Rider,blues
Traveling Wilburys,"The Traveling Wilburys, Vol. 1",End Of The Line,blues
Greta Van Fleet,From The Fires,Black Smoke Rising,blues
Santana,Abraxas,Oye Como Va,blues
Mountain,Climbing!,Mississippi Queen,blues
Queens of the Stone Age,Songs For The Deaf,Go With The Flow,blues
The Raconteurs,Broken Boy Soldiers,"Steady, As She Goes",blues
The White Stripes,Get Behind Me Satan,Blue Orchid,blues
Ray Charles,"Ray Charles (aka: Hallelujah, I Love Her So)",I've Got a Woman,blues
The Doobie Brothers,The Captain and Me,Long Train Runnin',blues
Blue Öyster Cult,Fire of Unknown Origin,Burnin' for You,blues
Peter Frampton,Frampton,Show Me The Way,blues
The Who,Tommy,Pinball Wizard,blues
ZZ Top,Eliminator,Gimme All Your Lovin',blues
Jackie Wilson,Higher And Higher,(Your Love Keeps Lifting Me) Higher & Higher,blues
Aretha Franklin,Lady Soul (With Bonus Selections),(You Make Me Feel Like) A Natural Woman,blues
The J. Geils Band,Freeze Frame,Centerfold,blues
10cc,Bloody Tourists,Dreadlock Holiday,blues
Wolfmother,Wolfmother,Joker And The Thief,blues
Greta Van Fleet,From The Fires,Safari Song,blues
Joe Cocker,With A Little Help From My Friends,With A Little Help From My Friends,blues
Solomon Burke,Rock 'N Soul,Cry to Me,blues
Bad Company,Straight Shooter,Feel like Makin' Love - 2015 Remaster,blues
Bachman-Turner Overdrive,Not Fragile,You Ain't Seen Nothing Yet,blues
ZZ Top,Fandango! (Expanded 2006 Remaster),Tush - 2006 Remaster,blues
Grand Funk Railroad,30 Years Of Funk: 1969-1999 The Anthology,Some Kind Of Wonderful - Remastered 1999,blues
The Band,Music From Big Pink (Remastered),The Weight - Remastered 2000,blues
Öwnboss;Sevek,Move Your Body,Move Your Body,brazil
Dubdogz;Bhaskar,Infinity (Dubdogz & Bhaskar Edit),Infinity - Dubdogz & Bhaskar Edit,brazil
KVSH;Schillist,Sicko Drop,Sicko Drop,brazil
KVSH;Schillist;Ray X Ben,Be Someone,Be Someone,brazil
The Prodigy,The Fat of the Land,Breathe,breakbeat
Adele,25,Love In The Dark,british
Adele,21,Set Fire to the Rain,british
Adele,25,All I Ask,british
Adele,Easy On Me,Easy On Me,british
Adele,21,Someone Like You,british
Adele,Skyfall,Skyfall,british
Adele,25,When We Were Young,british
Adele,30,Oh My God,british
Adele,21,Rolling in the Deep,british
Adele,25,Send My Love (To Your New Lover),british
Adele,30,Easy On Me,british
Adele,25,Hello,british
Paloma Faith,Only Love Can Hurt Like This (Slowed Down Version),Only Love Can Hurt Like This - Slowed Down Version,british
Tom Rosenthal,Z-Sides,Lights Are On,british
Paloma Faith,A Perfect Contradiction (Outsiders' Expanded Edition),Only Love Can Hurt Like This,british
Amy Winehouse,Back To Black (Deluxe Edition),Back To Black,british
The Beatles,Abbey Road (Remastered),Here Comes The Sun - Remastered 2009,british
The Beatles,Help! (Remastered),Yesterday - Remastered 2009,british
The Beatles,Let It Be (Remastered),Let It Be - Remastered 2009,british
Adele,19,Chasing Pavements,british
YUNGBLUD;Halsey;Travis Barker,11 Minutes (with Halsey feat. Travis Barker),11 Minutes (with Halsey feat. Travis Barker),british
The Beatles,Love,Hey Jude,british
Seal,Seal,Kiss from a Rose,british
